,Ticker,SimFinId,Currency,Fiscal Year,Fiscal Period,Report Date,Publish Date,Restated Date,Shares (Basic),Shares (Diluted),Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Selling,Research & Development,Interest Expense, Net Pretax Income (Loss),Pretax Income (Loss),Income Tax (Expense) Benefit,Net Income
2124,TSLA,56317,USD,2022,FY,2022-12-31,2023-01-31,2024-01-29,2958000000.0,3387000000.0,81462000000.0,-60609000000.0,20853000000.0,-7021000000.0,-3946000000.0,,13895000000.0,-176000000.0,-1132000000.0,12587000000.0,12556000000.0
2125,TSLA,56317,USD,2023,FY,2023-12-31,2024-01-29,2024-01-29,3174000000.0,3485000000.0,96773000000.0,-79113000000.0,17660000000.0,-8769000000.0,-4800000000.0,,9973000000.0,,5001000000.0,14974000000.0,14997000000.0
889,TSN,138054,USD,2019,FY,2019-09-30,2019-11-12,2021-11-15,363000000.0,366000000.0,42405000000.0,-37383000000.0,5022000000.0,-2252000000.0,-2252000000.0,,2374000000.0,,-381000000.0,1993000000.0,1980000000.0
890,TSN,138054,USD,2020,FY,2020-09-30,2020-11-16,2022-11-14,363000000.0,365000000.0,43185000000.0,-37801000000.0,5384000000.0,-2376000000.0,-2376000000.0,,2664000000.0,,-593000000.0,2071000000.0,2061000000.0
891,TSN,138054,USD,2021,FY,2021-09-30,2021-11-15,2023-11-13,363000000.0,365000000.0,47049000000.0,-40523000000.0,6526000000.0,-2130000000.0,-2130000000.0,,4041000000.0,,-981000000.0,3060000000.0,3047000000.0
892,TSN,138054,USD,2022,FY,2022-09-30,2022-11-14,2024-11-12,290000000.0,363000000.0,53282000000.0,-46614000000.0,6668000000.0,-2258000000.0,-2258000000.0,,4149000000.0,,-900000000.0,3249000000.0,3238000000.0
893,TSN,138054,USD,2023,FY,2023-09-30,2023-11-13,2024-11-12,354000000.0,284000000.0,52881000000.0,-50250000000.0,2631000000.0,-2245000000.0,-2245000000.0,,103000000.0,-781000000.0,29000000.0,-649000000.0,-648000000.0
472,TT,378166,USD,2019,FY,2019-12-31,2020-02-18,2022-02-07,241600000.0,244400000.0,13075900000.0,-9085500000.0,3990400000.0,-2320300000.0,-2320300000.0,,1398900000.0,,-238600000.0,1160300000.0,1410900000.0
473,TT,378166,USD,2020,FY,2020-12-31,2021-02-09,2023-02-10,240100000.0,243100000.0,12454700000.0,-8651300000.0,3803400000.0,-2270600000.0,-2270600000.0,,1288200000.0,,-296800000.0,991400000.0,854900000.0
474,TT,378166,USD,2021,FY,2021-12-31,2022-02-07,2024-02-08,238200000.0,241700000.0,14136400000.0,-9666800000.0,4469600000.0,-2446300000.0,-2446300000.0,,1790700000.0,,-333500000.0,1457200000.0,1423400000.0
475,TT,378166,USD,2022,FY,2022-12-31,2023-02-10,2024-02-08,230307296.0,234900000.0,15991700000.0,-11026900000.0,4964800000.0,-2545900000.0,-2545900000.0,,2172100000.0,,-375900000.0,1796200000.0,1756500000.0
476,TT,378166,USD,2023,FY,2023-12-31,2024-02-08,2024-02-08,228600000.0,230700000.0,17677600000.0,-11820400000.0,5857200000.0,-2963200000.0,-2963200000.0,,2567300000.0,,-498400000.0,2068900000.0,2023900000.0
1619,TTWO,372538,USD,2018,FY,2019-03-31,2019-05-14,2021-05-19,113176000.0,115198000.0,2668394000.0,-1523644000.0,1144750000.0,-943036000.0,-672634000.0,-40232000.0,227827000.0,4958000.0,101052000.0,333837000.0,333837000.0
1620,TTWO,372538,USD,2019,FY,2020-03-31,2020-05-22,2022-05-17,113096000.0,114136000.0,3088970000.0,-1542450000.0,1546520000.0,-1121170000.0,-776659000.0,-48113000.0,463855000.0,-5416000.0,-53980000.0,404459000.0,404459000.0
1621,TTWO,372538,USD,2020,FY,2021-03-31,2021-05-19,2023-05-26,114602000.0,115744000.0,3372800000.0,-1535100000.0,1837700000.0,-1208300000.0,-835400000.0,-55600000.0,638200000.0,39600000.0,-88900000.0,588900000.0,588900000.0
1622,TTWO,372538,USD,2021,FY,2022-03-31,2022-05-17,2024-05-22,114602000.0,115744000.0,3504800000.0,-1535400000.0,1969400000.0,-1495000000.0,-1027300000.0,-61100000.0,460200000.0,5200000.0,-47400000.0,418000000.0,418000000.0
1623,TTWO,372538,USD,2022,FY,2023-03-31,2023-05-26,2024-05-22,159900000.0,159900000.0,5349900000.0,-3064600000.0,2285300000.0,-3435900000.0,-2426000000.0,-122300000.0,-1292500000.0,-45600000.0,213400000.0,-1124700000.0,-1124700000.0
869,TXN,252464,USD,2019,FY,2019-12-31,2020-02-20,2022-02-04,936000000.0,952000000.0,14383000000.0,-5219000000.0,9164000000.0,-3189000000.0,-1645000000.0,,5980000000.0,-252000000.0,-711000000.0,5017000000.0,5017000000.0
870,TXN,252464,USD,2020,FY,2020-12-31,2021-02-05,2023-02-03,921000000.0,933000000.0,14461000000.0,-5192000000.0,9269000000.0,-3153000000.0,-1623000000.0,,6239000000.0,-222000000.0,-422000000.0,5595000000.0,5595000000.0
871,TXN,252464,USD,2021,FY,2021-12-31,2022-02-04,2024-02-02,923000000.0,936000000.0,18344000000.0,-5968000000.0,12376000000.0,-3220000000.0,-1666000000.0,,9115000000.0,-196000000.0,-1150000000.0,7769000000.0,7769000000.0
872,TXN,252464,USD,2022,FY,2022-12-31,2023-02-03,2024-02-02,923000000.0,936000000.0,20028000000.0,-6257000000.0,13771000000.0,-3374000000.0,-1704000000.0,,10289000000.0,-257000000.0,-1283000000.0,8749000000.0,8749000000.0
873,TXN,252464,USD,2023,FY,2023-12-31,2024-02-02,2024-02-02,908000000.0,916000000.0,17519000000.0,-6500000000.0,11019000000.0,-3688000000.0,-1825000000.0,,7418000000.0,,-908000000.0,6510000000.0,6510000000.0
874,TXT,378225,USD,2019,FY,2019-12-31,2020-02-25,2022-02-17,231315000.0,232709000.0,13630000000.0,-11406000000.0,2224000000.0,-1152000000.0,-1152000000.0,,901000000.0,41000000.0,-127000000.0,815000000.0,815000000.0
875,TXT,378225,USD,2020,FY,2020-12-31,2021-02-19,2023-02-16,228536000.0,228979000.0,11651000000.0,-10094000000.0,1557000000.0,-1045000000.0,-1045000000.0,,346000000.0,-64000000.0,27000000.0,309000000.0,309000000.0
876,TXT,378225,USD,2021,FY,2021-12-31,2022-02-17,2024-02-12,220425217.0,220425217.0,12382000000.0,-10297000000.0,2085000000.0,-1221000000.0,-1221000000.0,,722000000.0,151000000.0,-126000000.0,747000000.0,748000000.0
877,TXT,378225,USD,2022,FY,2022-12-31,2023-02-16,2024-02-12,226400000.0,226400000.0,12869000000.0,-10800000000.0,2069000000.0,-1186000000.0,-1186000000.0,,776000000.0,240000000.0,-154000000.0,862000000.0,863000000.0
878,TXT,378225,USD,2023,FY,2023-12-31,2024-02-12,2024-02-12,199719000.0,201774000.0,13683000000.0,-11405000000.0,2278000000.0,-1225000000.0,-1225000000.0,,976000000.0,111000000.0,-165000000.0,922000000.0,923000000.0
884,TYL,693134,USD,2019,FY,2019-12-31,2020-02-19,2022-02-23,38640000.0,40105000.0,1086427000.0,-569527000.0,516900000.0,-360533000.0,-257746000.0,-21445000.0,159838000.0,,-13311000.0,146527000.0,146527000.0
885,TYL,693134,USD,2020,FY,2020-12-31,2021-02-19,2023-02-22,40035000.0,41526000.0,1116663000.0,-574151000.0,542512000.0,-369586000.0,-259561000.0,-21662000.0,175042000.0,,19778000.0,194820000.0,194820000.0
886,TYL,693134,USD,2021,FY,2021-12-31,2022-02-23,2024-02-21,40888000.0,42286000.0,1592287000.0,-882643000.0,709644000.0,-528909000.0,-390579000.0,-44849000.0,158981000.0,,2477000.0,161458000.0,161458000.0
887,TYL,693134,USD,2022,FY,2022-12-31,2023-02-22,2024-02-21,40848000.0,42244000.0,1850204000.0,-1066341000.0,783863000.0,-569614000.0,-403067000.0,-61363000.0,187593000.0,,-23353000.0,164240000.0,164240000.0
888,TYL,693134,USD,2023,FY,2023-12-31,2024-02-21,2024-02-21,42024000.0,42769000.0,1951751000.0,-1090652000.0,861099000.0,-642562000.0,-458345000.0,-74632000.0,198236000.0,,-32317000.0,165919000.0,165919000.0
894,UAL,219075,USD,2019,FY,2019-12-31,2020-02-25,2022-02-18,258800000.0,259900000.0,43259000000.0,-26704000000.0,16555000000.0,-12008000000.0,-1651000000.0,-2288000000.0,4007000000.0,-93000000.0,-905000000.0,3009000000.0,3009000000.0
895,UAL,219075,USD,2020,FY,2020-12-31,2021-03-01,2023-02-16,279400000.0,279400000.0,15355000000.0,-17039000000.0,-1684000000.0,-7291000000.0,-459000000.0,-2488000000.0,-11244000000.0,2422000000.0,1753000000.0,-7069000000.0,-7069000000.0
896,UAL,219075,USD,2021,FY,2021-12-31,2022-02-18,2024-02-29,323806517.0,323806517.0,24634000000.0,-21428000000.0,3206000000.0,-7595000000.0,-677000000.0,-2485000000.0,-5890000000.0,3333000000.0,593000000.0,-1964000000.0,-1964000000.0
897,UAL,219075,USD,2022,FY,2022-12-31,2023-02-16,2024-02-29,323810825.0,323810825.0,44955000000.0,-31859000000.0,13096000000.0,-10619000000.0,-1535000000.0,-2456000000.0,1110000000.0,-120000000.0,-253000000.0,737000000.0,737000000.0
898,UAL,219075,USD,2023,FY,2023-12-31,2024-02-29,2024-02-29,327800000.0,331900000.0,53717000000.0,-35847000000.0,17870000000.0,-12710000000.0,-1977000000.0,-2671000000.0,4309000000.0,-922000000.0,-769000000.0,2618000000.0,2618000000.0
1516,UBER,914943,USD,2019,FY,2019-12-31,2020-03-02,2022-02-24,1248353000.0,1248353000.0,13000000000.0,-6061000000.0,6939000000.0,-15535000000.0,-7925000000.0,-472000000.0,-8433000000.0,,-45000000.0,-8512000000.0,-8506000000.0
1517,UBER,914943,USD,2020,FY,2020-12-31,2021-03-01,2023-02-21,1752960000.0,1752960000.0,11139000000.0,-5154000000.0,5985000000.0,-10848000000.0,-6249000000.0,-575000000.0,-6946000000.0,,192000000.0,-6788000000.0,-6768000000.0
1518,UBER,914943,USD,2021,FY,2021-12-31,2022-02-24,2024-02-15,1898954000.0,1898954000.0,17455000000.0,-9351000000.0,8104000000.0,-11938000000.0,-7105000000.0,-902000000.0,-1025000000.0,,492000000.0,-570000000.0,-496000000.0
1519,UBER,914943,USD,2022,FY,2022-12-31,2023-02-21,2024-02-15,1972131000.0,1974928000.0,31877000000.0,-19659000000.0,12218000000.0,-14050000000.0,-7892000000.0,-947000000.0,-9426000000.0,,181000000.0,-9138000000.0,-9141000000.0
1520,UBER,914943,USD,2023,FY,2023-12-31,2024-02-15,2024-02-15,2035651000.0,2091782000.0,37281000000.0,-22457000000.0,14824000000.0,-13714000000.0,-7038000000.0,-823000000.0,2321000000.0,,-213000000.0,2156000000.0,1887000000.0
909,UDR,424210,USD,2019,FY,2019-12-31,2020-02-18,2022-02-15,285247000.0,286015000.0,1152193000.0,-211668000.0,940525000.0,-724276000.0,-51533000.0,-507923000.0,198609000.0,4808000.0,-3838000.0,199579000.0,180861000.0
910,UDR,424210,USD,2020,FY,2020-12-31,2021-02-18,2023-02-13,294545000.0,294927000.0,1241165000.0,-237482000.0,1003683000.0,-871726000.0,-49885000.0,-618629000.0,-45631000.0,117146000.0,-2545000.0,68970000.0,60036000.0
911,UDR,424210,USD,2021,FY,2021-12-31,2022-02-15,2024-02-20,297828000.0,301164000.0,1290767000.0,-456080000.0,834687000.0,-699023000.0,-57541000.0,-619833000.0,30128000.0,132304000.0,-1439000.0,160993000.0,145787000.0
912,UDR,424210,USD,2022,FY,2022-12-31,2023-02-13,2024-02-20,321671000.0,322700000.0,1517386000.0,-521124000.0,996262000.0,-761209000.0,-64144000.0,-679572000.0,77167000.0,15761000.0,-349000.0,92579000.0,82512000.0
913,UDR,424210,USD,2023,FY,2023-12-31,2024-02-20,2024-02-20,328765000.0,329104000.0,1627501000.0,-558559000.0,1068942000.0,-781989000.0,-69929000.0,-691838000.0,128539000.0,348055000.0,-2106000.0,474488000.0,439505000.0
929,UHS,378232,USD,2019,FY,2019-12-31,2020-02-26,2022-02-24,88762000.0,89040000.0,11378259000.0,-5588893000.0,5789366000.0,-4573458000.0,-1251346000.0,-490392000.0,1066337000.0,,-238794000.0,827543000.0,814854000.0
930,UHS,378232,USD,2020,FY,2020-12-31,2021-02-25,2023-02-27,85061000.0,85587000.0,11558897000.0,-5613097000.0,5945800000.0,-4587446000.0,-1288132000.0,-510493000.0,1252083000.0,,-299293000.0,952790000.0,943953000.0
931,UHS,378232,USD,2021,FY,2021-12-31,2022-02-24,2024-02-27,78808000.0,79675000.0,12642117000.0,-6163944000.0,6478173000.0,-5115079000.0,-1427134000.0,-533213000.0,1293313000.0,,-305681000.0,987632000.0,991590000.0
932,UHS,378232,USD,2022,FY,2022-12-31,2023-02-27,2024-02-27,70535000.0,71487000.0,13399370000.0,-6762256000.0,6637114000.0,-5633559000.0,-1474339000.0,-581861000.0,866260000.0,,-209278000.0,656982000.0,675609000.0
933,UHS,378232,USD,2023,FY,2023-12-31,2024-02-27,2024-02-27,68867000.0,69624000.0,14281976000.0,-7107484000.0,7174492000.0,-5999111000.0,-1532828000.0,-568041000.0,940426000.0,,-221119000.0,719307000.0,717795000.0
2072,ULTA,178804,USD,2019,FY,2020-01-31,2020-03-27,2022-03-25,57840000.0,58105000.0,7398068000.0,-4717004000.0,2681064000.0,-1779970000.0,-1760716000.0,,906150000.0,,-200205000.0,705945000.0,705945000.0
2073,ULTA,178804,USD,2020,FY,2021-01-31,2021-03-26,2023-03-24,56351000.0,56558000.0,6151953000.0,-4202794000.0,1949159000.0,-1598017000.0,-1583017000.0,,345407000.0,-114322000.0,-55250000.0,175835000.0,175835000.0
2074,ULTA,178804,USD,2021,FY,2022-01-31,2022-03-25,2024-03-26,54291000.0,54660000.0,8630889000.0,-5262335000.0,3368554000.0,-2071062000.0,-2061545000.0,,1295829000.0,,-309992000.0,985837000.0,985837000.0
2075,ULTA,178804,USD,2022,FY,2023-01-31,2023-03-24,2024-03-26,51403000.0,51738000.0,10208580000.0,-6164070000.0,4044510000.0,-2405900000.0,-2395299000.0,,1643544000.0,,-401136000.0,1242408000.0,1242408000.0
2076,ULTA,178804,USD,2023,FY,2024-01-31,2024-03-26,2024-03-26,49304000.0,49596000.0,11207303000.0,-6826203000.0,4381100000.0,-2703071000.0,-2694561000.0,,1695651000.0,,-404646000.0,1291005000.0,1291005000.0
914,UNH,367714,USD,2019,FY,2019-12-31,2020-02-14,2022-02-15,951000000.0,966000000.0,242155000000.0,-184557000000.0,57598000000.0,-37913000000.0,,-2720000000.0,17981000000.0,,-3742000000.0,14239000000.0,13839000000.0
915,UNH,367714,USD,2020,FY,2020-12-31,2021-03-01,2023-02-24,949000000.0,961000000.0,257141000000.0,-190141000000.0,67000000000.0,-44595000000.0,,-2891000000.0,20742000000.0,,-4973000000.0,15769000000.0,15403000000.0
916,UNH,367714,USD,2021,FY,2021-12-31,2022-02-15,2024-02-28,941851250.0,955000000.0,287597000000.0,-217945000000.0,69652000000.0,-45682000000.0,,-3103000000.0,22310000000.0,,-4578000000.0,17732000000.0,17285000000.0
917,UNH,367714,USD,2022,FY,2022-12-31,2023-02-24,2024-02-28,950000000.0,950000000.0,324162000000.0,-244545000000.0,79617000000.0,-51182000000.0,,-3400000000.0,26343000000.0,,-5704000000.0,20639000000.0,20120000000.0
918,UNH,367714,USD,2023,FY,2023-12-31,2024-02-28,2024-02-28,928000000.0,938000000.0,371622000000.0,-280664000000.0,90958000000.0,-58600000000.0,,-3972000000.0,29112000000.0,,-5968000000.0,23144000000.0,22381000000.0
904,UNP,367644,USD,2019,FY,2019-12-31,2020-02-07,2022-02-04,703500000.0,706100000.0,21708000000.0,-8894000000.0,12814000000.0,-4260000000.0,,-2216000000.0,7747000000.0,,-1828000000.0,5919000000.0,5919000000.0
905,UNP,367644,USD,2020,FY,2020-12-31,2021-02-05,2023-02-10,677300000.0,679100000.0,19533000000.0,-7269000000.0,12264000000.0,-4430000000.0,,-2210000000.0,6980000000.0,,-1631000000.0,5349000000.0,5349000000.0
906,UNP,367644,USD,2021,FY,2021-12-31,2022-02-04,2024-02-09,648700000.0,650300000.0,21804000000.0,-8223000000.0,13581000000.0,-4243000000.0,,-2208000000.0,8478000000.0,,-1955000000.0,6523000000.0,6523000000.0
907,UNP,367644,USD,2022,FY,2022-12-31,2023-02-10,2024-02-09,622700000.0,624000000.0,24875000000.0,-10526000000.0,14349000000.0,-4432000000.0,,-2246000000.0,9072000000.0,,-2074000000.0,6998000000.0,6998000000.0
908,UNP,367644,USD,2023,FY,2023-12-31,2024-02-09,2024-02-09,609200000.0,610200000.0,24119000000.0,-10325000000.0,13794000000.0,-4712000000.0,,-2318000000.0,8233000000.0,,-1854000000.0,6379000000.0,6379000000.0
919,UPS,106423,USD,2019,FY,2019-12-31,2020-02-20,2022-02-22,864000000.0,869000000.0,74094000000.0,-56625000000.0,17469000000.0,-9671000000.0,,-2360000000.0,5652000000.0,,-1212000000.0,4440000000.0,4440000000.0
920,UPS,106423,USD,2020,FY,2020-12-31,2021-02-22,2023-02-21,867000000.0,871000000.0,84628000000.0,-65107000000.0,19521000000.0,-11837000000.0,,-2698000000.0,1844000000.0,,-501000000.0,1343000000.0,1343000000.0
921,UPS,106423,USD,2021,FY,2021-12-31,2022-02-22,2024-02-20,875000000.0,879000000.0,97287000000.0,-72335000000.0,24952000000.0,-12142000000.0,,-2953000000.0,16595000000.0,,-3705000000.0,12890000000.0,12890000000.0
922,UPS,106423,USD,2022,FY,2022-12-31,2023-02-21,2024-02-20,871000000.0,875000000.0,100338000000.0,-74297000000.0,26041000000.0,-12947000000.0,,-3188000000.0,14825000000.0,,-3277000000.0,11548000000.0,11548000000.0
923,UPS,106423,USD,2023,FY,2023-12-31,2024-02-20,2024-02-20,859000000.0,860000000.0,90958000000.0,-68342000000.0,22616000000.0,-13475000000.0,,-3366000000.0,8573000000.0,,-1865000000.0,6708000000.0,6708000000.0
1664,URI,102754,USD,2019,FY,2019-12-31,2020-01-29,2022-01-26,77341000.0,77710000.0,9351000000.0,-5681000000.0,3670000000.0,-1499000000.0,-1092000000.0,-407000000.0,1533000000.0,-19000000.0,-340000000.0,1174000000.0,1174000000.0
1665,URI,102754,USD,2020,FY,2020-12-31,2021-01-27,2023-01-25,72658000.0,72929000.0,8530000000.0,-5347000000.0,3183000000.0,-1366000000.0,-979000000.0,-387000000.0,1156000000.0,-17000000.0,-249000000.0,890000000.0,890000000.0
1666,URI,102754,USD,2021,FY,2021-12-31,2022-01-26,2024-01-24,72432000.0,72817000.0,9716000000.0,-5863000000.0,3853000000.0,-1571000000.0,-1199000000.0,-372000000.0,1851000000.0,-5000000.0,-460000000.0,1386000000.0,1386000000.0
1667,URI,102754,USD,2022,FY,2022-12-31,2023-01-25,2024-01-24,70703000.0,70973000.0,11642000000.0,-6646000000.0,4996000000.0,-1764000000.0,-1400000000.0,-364000000.0,2802000000.0,,-697000000.0,2105000000.0,2105000000.0
1668,URI,102754,USD,2023,FY,2023-12-31,2024-01-24,2024-01-24,68470000.0,68710000.0,14332000000.0,-8519000000.0,5813000000.0,-1958000000.0,-1527000000.0,-431000000.0,3239000000.0,-28000000.0,-787000000.0,2424000000.0,2424000000.0
2081,V,107326,USD,2019,FY,2019-09-30,2019-11-14,2021-11-18,2194250000.0,2724250000.0,22977000000.0,,,-7576000000.0,-5745000000.0,-656000000.0,15284000000.0,-400000000.0,-2804000000.0,12080000000.0,12080000000.0
2082,V,107326,USD,2020,FY,2020-09-30,2020-11-19,2022-11-16,2145250000.0,2671250000.0,21846000000.0,,,-7027000000.0,-5852000000.0,-767000000.0,14528000000.0,-738000000.0,-2924000000.0,10866000000.0,10866000000.0
2083,V,107326,USD,2021,FY,2021-09-30,2021-11-18,2023-11-15,2143250000.0,2644250000.0,24105000000.0,,,-7568000000.0,-6361000000.0,-804000000.0,16796000000.0,-733000000.0,-3752000000.0,12311000000.0,12311000000.0
2084,V,107326,USD,2022,FY,2022-09-30,2022-11-16,2024-11-13,2130301000.0,2188000000.0,29310000000.0,,,-8886000000.0,-7520000000.0,-861000000.0,19747000000.0,-1611000000.0,-3179000000.0,14957000000.0,14957000000.0
2085,V,107326,USD,2023,FY,2023-09-30,2023-11-15,2024-11-13,2086111111.0,2085000000.0,32653000000.0,,,-9990000000.0,-8502000000.0,-943000000.0,22700000000.0,-1663000000.0,-3764000000.0,17273000000.0,17273000000.0
934,VFC,330907,USD,2021,FY,2022-03-31,2022-05-26,2024-05-23,390291000.0,392411000.0,11841840000.0,-5386393000.0,6455447000.0,-4823243000.0,-4823243000.0,,1526895000.0,-3645000.0,-306981000.0,1216269000.0,1386941000.0
935,VFC,330907,USD,2022,FY,2023-03-31,2023-05-25,2024-05-23,387763000.0,388370000.0,11612475000.0,-5515796000.0,6096679000.0,-5033977000.0,-5033977000.0,,778296000.0,-735009000.0,75297000.0,118584000.0,118584000.0
1501,VICI,1338976,USD,2019,FY,2019-12-31,2020-02-20,2022-02-23,435071096.0,439152946.0,894798000.0,,,-47301000.0,-24569000.0,-3831000.0,619127000.0,-63141000.0,-1705000.0,554281000.0,545964000.0
1502,VICI,1338976,USD,2020,FY,2020-12-31,2021-02-18,2023-02-23,506140642.0,510908755.0,1225574000.0,,,-67817000.0,-30661000.0,-3731000.0,855947000.0,41092000.0,-831000.0,896208000.0,891674000.0
1503,VICI,1338976,USD,2021,FY,2021-12-31,2022-02-23,2024-02-22,564467362.0,577066292.0,1479022000.0,,,-61051000.0,-33122000.0,-121000.0,1025684000.0,-6470000.0,-1373000.0,1017841000.0,1008534000.0
1504,VICI,1338976,USD,2022,FY,2022-12-31,2023-02-23,2024-02-22,564467362.0,577066292.0,2565103000.0,,,-108082000.0,-48332000.0,-121000.0,1985318000.0,-857147000.0,-573000.0,1127598000.0,1118471000.0
1505,VICI,1338976,USD,2023,FY,2023-12-31,2024-02-22,2024-02-22,1014513195.0,1015776697.0,3573020000.0,,,-133454000.0,-59570000.0,-558000.0,2644234000.0,-106385000.0,8121000.0,2545970000.0,2535066000.0
1103,VLO,410846,USD,2019,FY,2019-12-31,2020-02-26,2022-02-22,413000000.0,414000000.0,108324000000.0,-103546000000.0,4778000000.0,-942000000.0,-868000000.0,-53000000.0,3486000000.0,,-702000000.0,2784000000.0,2422000000.0
1104,VLO,410846,USD,2020,FY,2020-12-31,2021-02-23,2023-02-23,407000000.0,407000000.0,64912000000.0,-65652000000.0,-740000000.0,-839000000.0,-756000000.0,-48000000.0,-2010000000.0,,903000000.0,-1107000000.0,-1421000000.0
1105,VLO,410846,USD,2021,FY,2021-12-31,2022-02-22,2024-02-22,408000000.0,408000000.0,113977000000.0,-110848000000.0,3129000000.0,-999000000.0,-865000000.0,-47000000.0,1543000000.0,,-255000000.0,1288000000.0,930000000.0
1106,VLO,410846,USD,2022,FY,2022-12-31,2023-02-23,2024-02-22,396000000.0,396000000.0,176383000000.0,-159587000000.0,16796000000.0,-1045000000.0,-934000000.0,-45000000.0,15368000000.0,-61000000.0,-3428000000.0,11879000000.0,11528000000.0
1107,VLO,410846,USD,2023,FY,2023-12-31,2024-02-22,2024-02-22,353000000.0,353000000.0,144766000000.0,-131834000000.0,12932000000.0,-1074000000.0,-998000000.0,-43000000.0,11768000000.0,,-2619000000.0,9149000000.0,8835000000.0
936,VMC,378238,USD,2019,FY,2019-12-31,2020-02-26,2022-02-25,132300000.0,133385000.0,4929100000.0,-3673200000.0,1255900000.0,-402200000.0,-370500000.0,,733900001.0,23800000.0,-135200000.0,622500001.0,617700001.0
937,VMC,378238,USD,2020,FY,2020-12-31,2021-02-25,2023-02-24,132578000.0,133245000.0,4856800000.0,-3575300000.0,1281500000.0,-389800000.0,-359800000.0,,739800000.0,4000000.0,-155800000.0,588000000.0,584500000.0
